2025-02-05 09:36:22.516 | INFO     | utils.utils_logger:<module>:43 - Logging to file: logs\project_log.log
2025-02-12 21:13:54.776 | INFO     | __main__:main:187 - STEP 4b Sent message to Kafka topic 'buzzline': {'message': 'I just saw a movie! It was funny.', 'author': 'Eve', 'timestamp': '2025-02-12 21:13:54', 'category': 'entertainment', 'sentiment': 0.75, 'keyword_mentioned': 'movie', 'message_length': 33}
2025-02-12 21:13:59.778 | INFO     | __main__:main:178 - {'message': 'I just loved Python! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-02-12 21:13:59', 'category': 'tech', 'sentiment': 0.96, 'keyword_mentioned': 'Python', 'message_length': 37}
2025-02-12 21:13:59.779 | INFO     | __main__:main:182 - STEP 4a Wrote message to file: {'message': 'I just loved Python! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-02-12 21:13:59', 'category': 'tech', 'sentiment': 0.96, 'keyword_mentioned': 'Python', 'message_length': 37}
2025-02-12 21:13:59.782 | INFO     | __main__:main:187 - STEP 4b Sent message to Kafka topic 'buzzline': {'message': 'I just loved Python! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-02-12 21:13:59', 'category': 'tech', 'sentiment': 0.96, 'keyword_mentioned': 'Python', 'message_length': 37}
2025-02-12 21:14:04.784 | INFO     | __main__:main:178 - {'message': 'I just loved a trick! It was boring.', 'author': 'Alice', 'timestamp': '2025-02-12 21:14:04', 'category': 'other', 'sentiment': 0.25, 'keyword_mentioned': 'other', 'message_length': 36}
2025-02-12 21:14:04.786 | INFO     | __main__:main:182 - STEP 4a Wrote message to file: {'message': 'I just loved a trick! It was boring.', 'author': 'Alice', 'timestamp': '2025-02-12 21:14:04', 'category': 'other', 'sentiment': 0.25, 'keyword_mentioned': 'other', 'message_length': 36}
2025-02-12 21:14:04.787 | INFO     | __main__:main:187 - STEP 4b Sent message to Kafka topic 'buzzline': {'message': 'I just loved a trick! It was boring.', 'author': 'Alice', 'timestamp': '2025-02-12 21:14:04', 'category': 'other', 'sentiment': 0.25, 'keyword_mentioned': 'other', 'message_length': 36}
2025-02-12 21:14:09.790 | INFO     | __main__:main:178 - {'message': 'I just found a story! It was weird.', 'author': 'Charlie', 'timestamp': '2025-02-12 21:14:09', 'category': 'other', 'sentiment': 0.46, 'keyword_mentioned': 'other', 'message_length': 35}
2025-02-12 21:14:09.791 | INFO     | __main__:main:182 - STEP 4a Wrote message to file: {'message': 'I just found a story! It was weird.', 'author': 'Charlie', 'timestamp': '2025-02-12 21:14:09', 'category': 'other', 'sentiment': 0.46, 'keyword_mentioned': 'other', 'message_length': 35}
2025-02-12 21:14:09.792 | INFO     | __main__:main:187 - STEP 4b Sent message to Kafka topic 'buzzline': {'message': 'I just found a story! It was weird.', 'author': 'Charlie', 'timestamp': '2025-02-12 21:14:09', 'category': 'other', 'sentiment': 0.46, 'keyword_mentioned': 'other', 'message_length': 35}
2025-02-12 21:14:14.794 | INFO     | __main__:main:178 - {'message': 'I just saw game! It was exciting.', 'author': 'Bob', 'timestamp': '2025-02-12 21:14:14', 'category': 'gaming', 'sentiment': 0.2, 'keyword_mentioned': 'game', 'message_length': 33}
2025-02-12 21:14:14.795 | INFO     | __main__:main:182 - STEP 4a Wrote message to file: {'message': 'I just saw game! It was exciting.', 'author': 'Bob', 'timestamp': '2025-02-12 21:14:14', 'category': 'gaming', 'sentiment': 0.2, 'keyword_mentioned': 'game', 'message_length': 33}
2025-02-12 21:14:14.797 | INFO     | __main__:main:187 - STEP 4b Sent message to Kafka topic 'buzzline': {'message': 'I just saw game! It was exciting.', 'author': 'Bob', 'timestamp': '2025-02-12 21:14:14', 'category': 'gaming', 'sentiment': 0.2, 'keyword_mentioned': 'game', 'message_length': 33}
2025-02-12 21:14:19.799 | INFO     | __main__:main:178 - {'message': 'I just found JavaScript! It was boring.', 'author': 'Eve', 'timestamp': '2025-02-12 21:14:19', 'category': 'tech', 'sentiment': 0.67, 'keyword_mentioned': 'JavaScript', 'message_length': 39}
2025-02-12 21:14:19.801 | INFO     | __main__:main:182 - STEP 4a Wrote message to file: {'message': 'I just found JavaScript! It was boring.', 'author': 'Eve', 'timestamp': '2025-02-12 21:14:19', 'category': 'tech', 'sentiment': 0.67, 'keyword_mentioned': 'JavaScript', 'message_length': 39}
2025-02-12 21:14:19.804 | INFO     | __main__:main:187 - STEP 4b Sent message to Kafka topic 'buzzline': {'message': 'I just found JavaScript! It was boring.', 'author': 'Eve', 'timestamp': '2025-02-12 21:14:19', 'category': 'tech', 'sentiment': 0.67, 'keyword_mentioned': 'JavaScript', 'message_length': 39}
2025-02-12 21:14:24.807 | INFO     | __main__:main:178 - {'message': 'I just tried JavaScript! It was funny.', 'author': 'Charlie', 'timestamp': '2025-02-12 21:14:24', 'category': 'tech', 'sentiment': 0.38, 'keyword_mentioned': 'JavaScript', 'message_length': 38}
2025-02-12 21:14:24.808 | INFO     | __main__:main:182 - STEP 4a Wrote message to file: {'message': 'I just tried JavaScript! It was funny.', 'author': 'Charlie', 'timestamp': '2025-02-12 21:14:24', 'category': 'tech', 'sentiment': 0.38, 'keyword_mentioned': 'JavaScript', 'message_length': 38}
2025-02-12 21:14:24.813 | INFO     | __main__:main:187 - STEP 4b Sent message to Kafka topic 'buzzline': {'message': 'I just tried JavaScript! It was funny.', 'author': 'Charlie', 'timestamp': '2025-02-12 21:14:24', 'category': 'tech', 'sentiment': 0.38, 'keyword_mentioned': 'JavaScript', 'message_length': 38}
2025-02-12 21:14:29.815 | INFO     | __main__:main:178 - {'message': 'I just tried a movie! It was amazing.', 'author': 'Eve', 'timestamp': '2025-02-12 21:14:29', 'category': 'entertainment', 'sentiment': 0.63, 'keyword_mentioned': 'movie', 'message_length': 37}
2025-02-12 21:14:29.816 | INFO     | __main__:main:182 - STEP 4a Wrote message to file: {'message': 'I just tried a movie! It was amazing.', 'author': 'Eve', 'timestamp': '2025-02-12 21:14:29', 'category': 'entertainment', 'sentiment': 0.63, 'keyword_mentioned': 'movie', 'message_length': 37}
2025-02-12 21:14:29.818 | INFO     | __main__:main:187 - STEP 4b Sent message to Kafka topic 'buzzline': {'message': 'I just tried a movie! It was amazing.', 'author': 'Eve', 'timestamp': '2025-02-12 21:14:29', 'category': 'entertainment', 'sentiment': 0.63, 'keyword_mentioned': 'movie', 'message_length': 37}
2025-02-12 21:14:34.819 | INFO     | __main__:main:178 - {'message': 'I just loved JavaScript! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-02-12 21:14:34', 'category': 'tech', 'sentiment': 0.94, 'keyword_mentioned': 'JavaScript', 'message_length': 41}
2025-02-12 21:14:34.820 | INFO     | __main__:main:182 - STEP 4a Wrote message to file: {'message': 'I just loved JavaScript! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-02-12 21:14:34', 'category': 'tech', 'sentiment': 0.94, 'keyword_mentioned': 'JavaScript', 'message_length': 41}
2025-02-12 21:14:34.822 | INFO     | __main__:main:187 - STEP 4b Sent message to Kafka topic 'buzzline': {'message': 'I just loved JavaScript! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-02-12 21:14:34', 'category': 'tech', 'sentiment': 0.94, 'keyword_mentioned': 'JavaScript', 'message_length': 41}
2025-02-12 21:14:39.823 | INFO     | __main__:main:178 - {'message': 'I just shared an app! It was funny.', 'author': 'Charlie', 'timestamp': '2025-02-12 21:14:39', 'category': 'other', 'sentiment': 0.44, 'keyword_mentioned': 'other', 'message_length': 35}
2025-02-12 21:14:39.825 | INFO     | __main__:main:182 - STEP 4a Wrote message to file: {'message': 'I just shared an app! It was funny.', 'author': 'Charlie', 'timestamp': '2025-02-12 21:14:39', 'category': 'other', 'sentiment': 0.44, 'keyword_mentioned': 'other', 'message_length': 35}
2025-02-12 21:14:39.830 | INFO     | __main__:main:187 - STEP 4b Sent message to Kafka topic 'buzzline': {'message': 'I just shared an app! It was funny.', 'author': 'Charlie', 'timestamp': '2025-02-12 21:14:39', 'category': 'other', 'sentiment': 0.44, 'keyword_mentioned': 'other', 'message_length': 35}
2025-02-12 21:14:44.832 | INFO     | __main__:main:178 - {'message': 'I just loved recipe! It was weird.', 'author': 'Bob', 'timestamp': '2025-02-12 21:14:44', 'category': 'food', 'sentiment': 0.58, 'keyword_mentioned': 'recipe', 'message_length': 34}
2025-02-12 21:14:44.834 | INFO     | __main__:main:182 - STEP 4a Wrote message to file: {'message': 'I just loved recipe! It was weird.', 'author': 'Bob', 'timestamp': '2025-02-12 21:14:44', 'category': 'food', 'sentiment': 0.58, 'keyword_mentioned': 'recipe', 'message_length': 34}
2025-02-12 21:14:44.837 | INFO     | __main__:main:187 - STEP 4b Sent message to Kafka topic 'buzzline': {'message': 'I just loved recipe! It was weird.', 'author': 'Bob', 'timestamp': '2025-02-12 21:14:44', 'category': 'food', 'sentiment': 0.58, 'keyword_mentioned': 'recipe', 'message_length': 34}
2025-02-12 21:14:49.839 | INFO     | __main__:main:178 - {'message': 'I just found Python! It was funny.', 'author': 'Bob', 'timestamp': '2025-02-12 21:14:49', 'category': 'tech', 'sentiment': 0.5, 'keyword_mentioned': 'Python', 'message_length': 34}
2025-02-12 21:14:49.840 | INFO     | __main__:main:182 - STEP 4a Wrote message to file: {'message': 'I just found Python! It was funny.', 'author': 'Bob', 'timestamp': '2025-02-12 21:14:49', 'category': 'tech', 'sentiment': 0.5, 'keyword_mentioned': 'Python', 'message_length': 34}
2025-02-12 21:14:49.842 | INFO     | __main__:main:187 - STEP 4b Sent message to Kafka topic 'buzzline': {'message': 'I just found Python! It was funny.', 'author': 'Bob', 'timestamp': '2025-02-12 21:14:49', 'category': 'tech', 'sentiment': 0.5, 'keyword_mentioned': 'Python', 'message_length': 34}
2025-02-12 21:14:54.844 | INFO     | __main__:main:178 - {'message': 'I just found a trick! It was exciting.', 'author': 'Alice', 'timestamp': '2025-02-12 21:14:54', 'category': 'other', 'sentiment': 0.65, 'keyword_mentioned': 'other', 'message_length': 38}
2025-02-12 21:14:54.846 | INFO     | __main__:main:182 - STEP 4a Wrote message to file: {'message': 'I just found a trick! It was exciting.', 'author': 'Alice', 'timestamp': '2025-02-12 21:14:54', 'category': 'other', 'sentiment': 0.65, 'keyword_mentioned': 'other', 'message_length': 38}
2025-02-12 21:14:54.850 | INFO     | __main__:main:187 - STEP 4b Sent message to Kafka topic 'buzzline': {'message': 'I just found a trick! It was exciting.', 'author': 'Alice', 'timestamp': '2025-02-12 21:14:54', 'category': 'other', 'sentiment': 0.65, 'keyword_mentioned': 'other', 'message_length': 38}
2025-02-12 21:14:59.852 | INFO     | __main__:main:178 - {'message': 'I just found JavaScript! It was funny.', 'author': 'Charlie', 'timestamp': '2025-02-12 21:14:59', 'category': 'tech', 'sentiment': 0.48, 'keyword_mentioned': 'JavaScript', 'message_length': 38}
2025-02-12 21:14:59.853 | INFO     | __main__:main:182 - STEP 4a Wrote message to file: {'message': 'I just found JavaScript! It was funny.', 'author': 'Charlie', 'timestamp': '2025-02-12 21:14:59', 'category': 'tech', 'sentiment': 0.48, 'keyword_mentioned': 'JavaScript', 'message_length': 38}
2025-02-12 21:14:59.856 | INFO     | __main__:main:187 - STEP 4b Sent message to Kafka topic 'buzzline': {'message': 'I just found JavaScript! It was funny.', 'author': 'Charlie', 'timestamp': '2025-02-12 21:14:59', 'category': 'tech', 'sentiment': 0.48, 'keyword_mentioned': 'JavaScript', 'message_length': 38}
2025-02-12 21:15:04.859 | INFO     | __main__:main:178 - {'message': 'I just loved travel! It was weird.', 'author': 'Charlie', 'timestamp': '2025-02-12 21:15:04', 'category': 'travel', 'sentiment': 0.1, 'keyword_mentioned': 'travel', 'message_length': 34}
2025-02-12 21:15:04.860 | INFO     | __main__:main:182 - STEP 4a Wrote message to file: {'message': 'I just loved travel! It was weird.', 'author': 'Charlie', 'timestamp': '2025-02-12 21:15:04', 'category': 'travel', 'sentiment': 0.1, 'keyword_mentioned': 'travel', 'message_length': 34}
2025-02-12 21:15:04.862 | INFO     | __main__:main:187 - STEP 4b Sent message to Kafka topic 'buzzline': {'message': 'I just loved travel! It was weird.', 'author': 'Charlie', 'timestamp': '2025-02-12 21:15:04', 'category': 'travel', 'sentiment': 0.1, 'keyword_mentioned': 'travel', 'message_length': 34}
2025-02-12 21:15:09.865 | INFO     | __main__:main:178 - {'message': 'I just found game! It was amazing.', 'author': 'Bob', 'timestamp': '2025-02-12 21:15:09', 'category': 'gaming', 'sentiment': 0.18, 'keyword_mentioned': 'game', 'message_length': 34}
2025-02-12 21:15:09.868 | INFO     | __main__:main:182 - STEP 4a Wrote message to file: {'message': 'I just found game! It was amazing.', 'author': 'Bob', 'timestamp': '2025-02-12 21:15:09', 'category': 'gaming', 'sentiment': 0.18, 'keyword_mentioned': 'game', 'message_length': 34}
2025-02-12 21:15:09.872 | INFO     | __main__:main:187 - STEP 4b Sent message to Kafka topic 'buzzline': {'message': 'I just found game! It was amazing.', 'author': 'Bob', 'timestamp': '2025-02-12 21:15:09', 'category': 'gaming', 'sentiment': 0.18, 'keyword_mentioned': 'game', 'message_length': 34}
2025-02-12 21:15:14.875 | INFO     | __main__:main:178 - {'message': 'I just tried Python! It was amazing.', 'author': 'Alice', 'timestamp': '2025-02-12 21:15:14', 'category': 'tech', 'sentiment': 0.27, 'keyword_mentioned': 'Python', 'message_length': 36}
2025-02-12 21:15:14.877 | INFO     | __main__:main:182 - STEP 4a Wrote message to file: {'message': 'I just tried Python! It was amazing.', 'author': 'Alice', 'timestamp': '2025-02-12 21:15:14', 'category': 'tech', 'sentiment': 0.27, 'keyword_mentioned': 'Python', 'message_length': 36}
2025-02-12 21:15:14.884 | INFO     | __main__:main:187 - STEP 4b Sent message to Kafka topic 'buzzline': {'message': 'I just tried Python! It was amazing.', 'author': 'Alice', 'timestamp': '2025-02-12 21:15:14', 'category': 'tech', 'sentiment': 0.27, 'keyword_mentioned': 'Python', 'message_length': 36}
2025-02-12 21:15:19.886 | INFO     | __main__:main:178 - {'message': 'I just shared a meme! It was exciting.', 'author': 'Eve', 'timestamp': '2025-02-12 21:15:19', 'category': 'humor', 'sentiment': 0.36, 'keyword_mentioned': 'meme', 'message_length': 38}
2025-02-12 21:15:19.887 | INFO     | __main__:main:182 - STEP 4a Wrote message to file: {'message': 'I just shared a meme! It was exciting.', 'author': 'Eve', 'timestamp': '2025-02-12 21:15:19', 'category': 'humor', 'sentiment': 0.36, 'keyword_mentioned': 'meme', 'message_length': 38}
2025-02-12 21:15:19.891 | INFO     | __main__:main:187 - STEP 4b Sent message to Kafka topic 'buzzline': {'message': 'I just shared a meme! It was exciting.', 'author': 'Eve', 'timestamp': '2025-02-12 21:15:19', 'category': 'humor', 'sentiment': 0.36, 'keyword_mentioned': 'meme', 'message_length': 38}
2025-02-12 21:15:24.893 | INFO     | __main__:main:178 - {'message': 'I just found an app! It was exciting.', 'author': 'Bob', 'timestamp': '2025-02-12 21:15:24', 'category': 'other', 'sentiment': 0.72, 'keyword_mentioned': 'other', 'message_length': 37}
2025-02-12 21:15:24.895 | INFO     | __main__:main:182 - STEP 4a Wrote message to file: {'message': 'I just found an app! It was exciting.', 'author': 'Bob', 'timestamp': '2025-02-12 21:15:24', 'category': 'other', 'sentiment': 0.72, 'keyword_mentioned': 'other', 'message_length': 37}
2025-02-12 21:15:24.900 | INFO     | __main__:main:187 - STEP 4b Sent message to Kafka topic 'buzzline': {'message': 'I just found an app! It was exciting.', 'author': 'Bob', 'timestamp': '2025-02-12 21:15:24', 'category': 'other', 'sentiment': 0.72, 'keyword_mentioned': 'other', 'message_length': 37}
2025-02-12 21:15:29.903 | INFO     | __main__:main:178 - {'message': 'I just shared travel! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-02-12 21:15:29', 'category': 'travel', 'sentiment': 0.7, 'keyword_mentioned': 'travel', 'message_length': 37}
2025-02-12 21:15:29.905 | INFO     | __main__:main:182 - STEP 4a Wrote message to file: {'message': 'I just shared travel! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-02-12 21:15:29', 'category': 'travel', 'sentiment': 0.7, 'keyword_mentioned': 'travel', 'message_length': 37}
2025-02-12 21:15:29.906 | INFO     | __main__:main:187 - STEP 4b Sent message to Kafka topic 'buzzline': {'message': 'I just shared travel! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-02-12 21:15:29', 'category': 'travel', 'sentiment': 0.7, 'keyword_mentioned': 'travel', 'message_length': 37}
2025-02-12 21:15:32.292 | INFO     | utils.utils_logger:<module>:43 - Logging to file: logs\project_log.log
2025-02-12 21:15:32.323 | INFO     | __main__:main:143 - Starting Consumer to run continuously.
2025-02-12 21:15:32.323 | INFO     | __main__:main:144 - Things can fail or get interrupted, so use a try block.
2025-02-12 21:15:32.324 | INFO     | __main__:main:145 - Moved .env variables into a utils config module.
2025-02-12 21:15:32.324 | INFO     | __main__:main:147 - STEP 1. Read environment variables using new config functions.
2025-02-12 21:15:32.325 | INFO     | utils.utils_config:get_message_interval_seconds_as_int:65 - MESSAGE_INTERVAL_SECONDS: 5
2025-02-12 21:15:32.325 | INFO     | utils.utils_config:get_base_data_path:80 - BASE_DATA_DIR: C:\Users\19564\Documents\SandraRuizPro5\buzzline-05-sruiz\data
2025-02-12 21:15:32.325 | INFO     | utils.utils_config:get_live_data_path:89 - LIVE_DATA_PATH: C:\Users\19564\Documents\SandraRuizPro5\buzzline-05-sruiz\data\project_live.json
2025-02-12 21:15:32.326 | INFO     | utils.utils_config:get_base_data_path:80 - BASE_DATA_DIR: C:\Users\19564\Documents\SandraRuizPro5\buzzline-05-sruiz\data
2025-02-12 21:15:32.326 | INFO     | utils.utils_config:get_sqlite_path:96 - SQLITE_PATH: C:\Users\19564\Documents\SandraRuizPro5\buzzline-05-sruiz\data\buzz.sqlite
2025-02-12 21:15:32.327 | INFO     | __main__:main:152 - SUCCESS: Read environment variables.
2025-02-12 21:15:32.327 | INFO     | __main__:main:157 - STEP 2. Delete any prior database file for a fresh start.
2025-02-12 21:15:32.329 | INFO     | __main__:main:161 - SUCCESS: Deleted database file.
2025-02-12 21:15:32.330 | INFO     | __main__:main:166 - STEP 3. Initialize a new database with an empty table.
2025-02-12 21:15:32.332 | INFO     | consumers.db_sqlite_case:init_db:48 - Calling SQLite init_db() with {db_path=}.
2025-02-12 21:15:32.337 | INFO     | consumers.db_sqlite_case:init_db:55 - SUCCESS: Got a cursor to execute SQL.
2025-02-12 21:15:32.355 | INFO     | consumers.db_sqlite_case:init_db:74 - SUCCESS: Database initialized and table ready at C:\Users\19564\Documents\SandraRuizPro5\buzzline-05-sruiz\data\buzz.sqlite.
2025-02-12 21:15:32.356 | INFO     | __main__:main:173 - STEP 4. Begin consuming and storing messages.
2025-02-12 21:15:32.357 | INFO     | __main__:consume_messages_from_file:83 - Called consume_messages_from_file() with:
2025-02-12 21:15:32.357 | INFO     | __main__:consume_messages_from_file:84 -    live_data_path=WindowsPath('C:/Users/19564/Documents/SandraRuizPro5/buzzline-05-sruiz/data/project_live.json')
2025-02-12 21:15:32.357 | INFO     | __main__:consume_messages_from_file:85 -    sql_path=WindowsPath('C:/Users/19564/Documents/SandraRuizPro5/buzzline-05-sruiz/data/buzz.sqlite')
2025-02-12 21:15:32.358 | INFO     | __main__:consume_messages_from_file:86 -    interval_secs=5
2025-02-12 21:15:32.358 | INFO     | __main__:consume_messages_from_file:87 -    last_position=0
2025-02-12 21:15:32.358 | INFO     | __main__:consume_messages_from_file:89 - 1. Initialize the database.
2025-02-12 21:15:32.358 | INFO     | consumers.db_sqlite_case:init_db:48 - Calling SQLite init_db() with {db_path=}.
2025-02-12 21:15:32.363 | INFO     | consumers.db_sqlite_case:init_db:55 - SUCCESS: Got a cursor to execute SQL.
2025-02-12 21:15:32.381 | INFO     | consumers.db_sqlite_case:init_db:74 - SUCCESS: Database initialized and table ready at C:\Users\19564\Documents\SandraRuizPro5\buzzline-05-sruiz\data\buzz.sqlite.
2025-02-12 21:15:32.382 | INFO     | __main__:consume_messages_from_file:92 - 2. Set the last position to 0 to start at the beginning of the file.
2025-02-12 21:15:32.383 | INFO     | __main__:consume_messages_from_file:97 - 3. Read from live data file at position 0.
2025-02-12 21:15:32.401 | INFO     | __main__:process_message:60 - Processed message: {'message': 'I just tried recipe! It was amazing.', 'author': 'Alice', 'timestamp': '2025-02-12 21:07:59', 'category': 'food', 'sentiment': 0.74, 'keyword_mentioned': 'recipe', 'message_length': 36}
2025-02-12 21:15:32.401 | INFO     | consumers.db_sqlite_case:insert_message:92 - Calling SQLite insert_message() with:
2025-02-12 21:15:32.402 | INFO     | consumers.db_sqlite_case:insert_message:93 - message={'message': 'I just tried recipe! It was amazing.', 'author': 'Alice', 'timestamp': '2025-02-12 21:07:59', 'category': 'food', 'sentiment': 0.74, 'keyword_mentioned': 'recipe', 'message_length': 36}
2025-02-12 21:15:32.402 | INFO     | consumers.db_sqlite_case:insert_message:94 - db_path=WindowsPath('C:/Users/19564/Documents/SandraRuizPro5/buzzline-05-sruiz/data/buzz.sqlite')
2025-02-12 21:15:32.410 | INFO     | consumers.db_sqlite_case:insert_message:117 - Inserted one message into the database.
2025-02-12 21:15:32.411 | INFO     | __main__:process_message:60 - Processed message: {'message': 'I just shared recipe! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-02-12 21:08:04', 'category': 'food', 'sentiment': 0.8, 'keyword_mentioned': 'recipe', 'message_length': 37}
2025-02-12 21:15:32.412 | INFO     | consumers.db_sqlite_case:insert_message:92 - Calling SQLite insert_message() with:
2025-02-12 21:15:32.412 | INFO     | consumers.db_sqlite_case:insert_message:93 - message={'message': 'I just shared recipe! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-02-12 21:08:04', 'category': 'food', 'sentiment': 0.8, 'keyword_mentioned': 'recipe', 'message_length': 37}
2025-02-12 21:15:32.412 | INFO     | consumers.db_sqlite_case:insert_message:94 - db_path=WindowsPath('C:/Users/19564/Documents/SandraRuizPro5/buzzline-05-sruiz/data/buzz.sqlite')
2025-02-12 21:15:32.422 | INFO     | consumers.db_sqlite_case:insert_message:117 - Inserted one message into the database.
2025-02-12 21:15:32.423 | INFO     | __main__:process_message:60 - Processed message: {'message': 'I just shared a meme! It was exciting.', 'author': 'Eve', 'timestamp': '2025-02-12 21:08:09', 'category': 'humor', 'sentiment': 0.92, 'keyword_mentioned': 'meme', 'message_length': 38}
2025-02-12 21:15:32.424 | INFO     | consumers.db_sqlite_case:insert_message:92 - Calling SQLite insert_message() with:
2025-02-12 21:15:32.424 | INFO     | consumers.db_sqlite_case:insert_message:93 - message={'message': 'I just shared a meme! It was exciting.', 'author': 'Eve', 'timestamp': '2025-02-12 21:08:09', 'category': 'humor', 'sentiment': 0.92, 'keyword_mentioned': 'meme', 'message_length': 38}
2025-02-12 21:15:32.425 | INFO     | consumers.db_sqlite_case:insert_message:94 - db_path=WindowsPath('C:/Users/19564/Documents/SandraRuizPro5/buzzline-05-sruiz/data/buzz.sqlite')
2025-02-12 21:15:32.433 | INFO     | consumers.db_sqlite_case:insert_message:117 - Inserted one message into the database.
2025-02-12 21:15:32.434 | INFO     | __main__:process_message:60 - Processed message: {'message': 'I just found travel! It was amazing.', 'author': 'Eve', 'timestamp': '2025-02-12 21:08:14', 'category': 'travel', 'sentiment': 0.65, 'keyword_mentioned': 'travel', 'message_length': 36}
2025-02-12 21:15:32.434 | INFO     | consumers.db_sqlite_case:insert_message:92 - Calling SQLite insert_message() with:
2025-02-12 21:15:32.435 | INFO     | consumers.db_sqlite_case:insert_message:93 - message={'message': 'I just found travel! It was amazing.', 'author': 'Eve', 'timestamp': '2025-02-12 21:08:14', 'category': 'travel', 'sentiment': 0.65, 'keyword_mentioned': 'travel', 'message_length': 36}
2025-02-12 21:15:32.435 | INFO     | consumers.db_sqlite_case:insert_message:94 - db_path=WindowsPath('C:/Users/19564/Documents/SandraRuizPro5/buzzline-05-sruiz/data/buzz.sqlite')
2025-02-12 21:15:32.444 | INFO     | consumers.db_sqlite_case:insert_message:117 - Inserted one message into the database.
2025-02-12 21:15:32.444 | INFO     | __main__:process_message:60 - Processed message: {'message': 'I just shared travel! It was funny.', 'author': 'Alice', 'timestamp': '2025-02-12 21:08:19', 'category': 'travel', 'sentiment': 0.96, 'keyword_mentioned': 'travel', 'message_length': 35}
2025-02-12 21:15:32.445 | INFO     | consumers.db_sqlite_case:insert_message:92 - Calling SQLite insert_message() with:
2025-02-12 21:15:32.445 | INFO     | consumers.db_sqlite_case:insert_message:93 - message={'message': 'I just shared travel! It was funny.', 'author': 'Alice', 'timestamp': '2025-02-12 21:08:19', 'category': 'travel', 'sentiment': 0.96, 'keyword_mentioned': 'travel', 'message_length': 35}
2025-02-12 21:15:32.445 | INFO     | consumers.db_sqlite_case:insert_message:94 - db_path=WindowsPath('C:/Users/19564/Documents/SandraRuizPro5/buzzline-05-sruiz/data/buzz.sqlite')
2025-02-12 21:15:32.454 | INFO     | consumers.db_sqlite_case:insert_message:117 - Inserted one message into the database.
2025-02-12 21:15:32.455 | INFO     | __main__:process_message:60 - Processed message: {'message': 'I just loved a movie! It was boring.', 'author': 'Charlie', 'timestamp': '2025-02-12 21:08:24', 'category': 'entertainment', 'sentiment': 0.86, 'keyword_mentioned': 'movie', 'message_length': 36}
2025-02-12 21:15:32.455 | INFO     | consumers.db_sqlite_case:insert_message:92 - Calling SQLite insert_message() with:
2025-02-12 21:15:32.455 | INFO     | consumers.db_sqlite_case:insert_message:93 - message={'message': 'I just loved a movie! It was boring.', 'author': 'Charlie', 'timestamp': '2025-02-12 21:08:24', 'category': 'entertainment', 'sentiment': 0.86, 'keyword_mentioned': 'movie', 'message_length': 36}
2025-02-12 21:15:32.456 | INFO     | consumers.db_sqlite_case:insert_message:94 - db_path=WindowsPath('C:/Users/19564/Documents/SandraRuizPro5/buzzline-05-sruiz/data/buzz.sqlite')
2025-02-12 21:15:32.464 | INFO     | consumers.db_sqlite_case:insert_message:117 - Inserted one message into the database.
2025-02-12 21:15:32.465 | INFO     | __main__:process_message:60 - Processed message: {'message': 'I just found a movie! It was amazing.', 'author': 'Eve', 'timestamp': '2025-02-12 21:08:29', 'category': 'entertainment', 'sentiment': 0.96, 'keyword_mentioned': 'movie', 'message_length': 37}
2025-02-12 21:15:32.466 | INFO     | consumers.db_sqlite_case:insert_message:92 - Calling SQLite insert_message() with:
2025-02-12 21:15:32.467 | INFO     | consumers.db_sqlite_case:insert_message:93 - message={'message': 'I just found a movie! It was amazing.', 'author': 'Eve', 'timestamp': '2025-02-12 21:08:29', 'category': 'entertainment', 'sentiment': 0.96, 'keyword_mentioned': 'movie', 'message_length': 37}
2025-02-12 21:15:32.468 | INFO     | consumers.db_sqlite_case:insert_message:94 - db_path=WindowsPath('C:/Users/19564/Documents/SandraRuizPro5/buzzline-05-sruiz/data/buzz.sqlite')
2025-02-12 21:15:32.475 | INFO     | consumers.db_sqlite_case:insert_message:117 - Inserted one message into the database.
2025-02-12 21:15:32.476 | INFO     | __main__:process_message:60 - Processed message: {'message': 'I just found a meme! It was boring.', 'author': 'Eve', 'timestamp': '2025-02-12 21:08:34', 'category': 'humor', 'sentiment': 0.68, 'keyword_mentioned': 'meme', 'message_length': 35}
2025-02-12 21:15:32.476 | INFO     | consumers.db_sqlite_case:insert_message:92 - Calling SQLite insert_message() with:
2025-02-12 21:15:32.476 | INFO     | consumers.db_sqlite_case:insert_message:93 - message={'message': 'I just found a meme! It was boring.', 'author': 'Eve', 'timestamp': '2025-02-12 21:08:34', 'category': 'humor', 'sentiment': 0.68, 'keyword_mentioned': 'meme', 'message_length': 35}
2025-02-12 21:15:32.476 | INFO     | consumers.db_sqlite_case:insert_message:94 - db_path=WindowsPath('C:/Users/19564/Documents/SandraRuizPro5/buzzline-05-sruiz/data/buzz.sqlite')
